"id","create_uid","create_date","write_uid","tgl_penempatan","write_date","alamat_penempatan","telp_penempatan","name","jenis_penempatan","pelatihan_id","jml_penempatan"
7,1,2018-09-05 14:53:47,1,,2018-09-05 14:53:47,,,aa,Formal,,5
9,22,2019-05-02 08:17:04,22,2019-04-09,2019-05-02 08:17:04,jl raya mangaran kec. panji,-,Konveksi penjahit budi,Formal,200,2
38,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. TEDMONINDO GROUP,Formal,1073,5
15,22,2019-09-24 01:00:26,22,2019-07-15,2019-09-24 01:00:26,Kab. Situbondo,-,usaha mandiri,Informal,,8
13,22,2019-09-24 00:39:17,22,2019-06-25,2019-09-24 00:39:17,Kab. Situbondo,-,usaha mandiri,Informal,200,14
14,22,2019-09-24 00:53:42,22,2019-07-24,2019-09-24 00:53:42,Kab. Situbondo,-,usaha mandiri,Informal,171,16
11,22,2019-09-24 00:27:36,22,2019-09-24,2019-09-24 00:27:36,Kec. Panji,-,usaha mandiri,Informal,,8
17,22,2020-04-07 03:00:24,22,2020-04-02,2020-04-07 03:00:24,JL. Olean krajan RT 005 RW 004,-,food catering,Informal,975,1
18,22,2020-04-07 03:28:49,22,2020-04-02,2020-04-07 03:28:49,Desa Ardirejo Kec. Panji,-,HOME INDUSTRI,Informal,975,1
19,22,2020-06-05 01:07:41,22,2020-04-07,2020-06-05 01:07:41,Situbondo,-,usaha mandiri,Informal,975,1
20,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. CAHAYA HIDUP PRIMA,Formal,1062,1
21,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. MARTHIS ORTHO,Formal,1062,1
22,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. JNE,Formal,1062,1
23,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. MICO INOX PRIMA,Formal,1062,1
24,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. CAHAYA HIDUP PRIMA,Formal,1062,1
25,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,KAPAL PESIAR COSTA,Formal,1062,1
26,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. CAKRINDO,Formal,1062,1
27,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. AQUAMARINE,Formal,1062,1
28,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. INDONESIA BIKE WORKS,Formal,1062,1
29,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,CV. GLOBAL TEHNIK MANDIRI TULANGAN ,Formal,1062,1
30,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. VARINGIN PLASTINDO,Formal,1062,1
31,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,SAMUDRA INDOMESI CILEGON,Formal,1062,1
32,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,CV. SUMBER SURYA,Formal,1062,1
33,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. CAHAYA HIDUP,Formal,1062,1
34,5,2020-06-09 04:07:22,5,,2020-06-09 04:07:22,,,PT. LERENG GUNUNG MERATUS KALIMANTAN,Formal,1062,1
35,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. INDONESIA BIKE WORK,Formal,1073,1
36,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. IBW,Formal,1073,1
37,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. TEDMONINDO GROUP,Formal,1073,1
39,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. BINTANG KARYA SAMA,Formal,1073,1
40,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. GALACTIO MANDIRI,Formal,1073,1
41,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,CV RIZKI JAYA,Formal,1073,1
42,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. YOSERA KARYA MEDIA,Formal,1073,1
43,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. BINTANG KARYA SAMA,Formal,1073,1
44,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PT. HANSA PRATAMA ,Formal,1073,1
45,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,PEMANDU WISATA,Formal,1073,1
16,22,2019-09-24 01:09:47,22,2019-08-13,2019-09-24 01:09:47,Kab. Situbondo,-,usaha mandiri,Informal,,16
10,22,2019-09-24 00:25:17,22,2019-09-24,2019-09-24 00:25:17,Desa Suboh,-,usaha mandiri,Informal,,16
12,22,2019-09-24 00:32:58,22,2019-08-21,2019-09-24 00:37:05,Desa Pokaan,-,komalindo studio,Formal,,2
1713,5,2020-07-13 08:20:44,5,2019-10-22,2020-07-13 08:20:44,SIDOARJO,,PT. BERKAH UTAMA ALLOY,Formal,1150,1
1714,5,2020-07-13 08:20:44,5,2019-10-15,2020-07-13 08:20:44,SURABAYA TIDAR,,PT. GUNAWANGSA,Formal,1150,1
1715,5,2020-07-13 08:20:44,5,2020-03-11,2020-07-13 08:20:44,SURABAYA,,PT. BANYU BIRU POOL SPECIALIST,Formal,1150,1
1716,5,2020-07-13 08:20:44,5,2020-03-11,2020-07-13 08:20:44,SURABAYA,,PT. SAKURA MAKMUR WIJAYA,Formal,1150,1
1717,5,2020-07-13 08:20:44,5,2020-01-14,2020-07-13 08:20:44, SIDOARJO,,PT. KIRANA,Formal,1150,1
1718,5,2020-07-13 08:20:44,5,2020-05-20,2020-07-13 08:20:44,SIDOARJO,,PT. ZENITH,Formal,1150,1
1719,5,2020-07-13 08:20:44,5,2020-05-12,2020-07-13 08:20:44,SIDOARJO,,PT. BAHTERA BERSAUDARA,Formal,1150,1
1720,5,2020-07-13 08:20:44,5,2020-05-12,2020-07-13 08:20:44,SIDOARJO,,PT. BAJA MENARA INTI,Formal,1150,1
1721,5,2020-07-13 08:20:44,5,2020-05-14,2020-07-13 08:20:44,SIDOARJO,,PT. KPF,Formal,1150,1
1722,5,2020-07-13 08:20:44,5,2020-03-11,2020-07-13 08:20:44,SIDOARJO,,PT. YANA PRIMA PERSADA,Formal,1150,1
1723,5,2020-07-13 08:20:44,5,2019-10-22,2020-07-13 08:20:44,SIDOARJO,,PT. ARTEMI ZENITH,Formal,1150,1
1724,5,2020-07-13 08:20:44,5,2020-03-11,2020-07-13 08:20:44,SIDOARJO,,PT.BUMI JASA GUNTUR,Formal,1150,1
1725,5,2020-07-13 08:20:44,5,2019-10-23,2020-07-13 08:20:44,SIDOARJO,,HSE OFFICER,Formal,1150,1
1726,5,2020-07-13 08:20:44,5,2019-10-16,2020-07-13 08:20:44,SIDOARJO,,PT. SWADAYA GRAHA,Formal,1150,1
2346,26,2020-07-16 07:55:49,26,2020-07-16,2020-07-16 07:55:49,Malang,,Usaha Mandiri Aneka Kue,Informal,1930,16
2940,16,2020-07-17 07:13:17,16,2019-03-29,2020-07-17 07:13:17,"Plimping, Gebangkerep, Baron, Nganjuk",-,PT. Indoprima Gemilang,Informal,1662,2
3254,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,"JL. SUROPATI TIMUR NO. 362, LOSARI SINGOSARI",-,WIRAUSAHA,Informal,2278,1
3255,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,PERUM KEPUTRAN D8 ,-,WIRAUSAHA,Informal,2278,1
3256,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,JL. CENGGER AYAM C1/13,-,WIRAUSAHA,Informal,2278,1
3257,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,JL. KYAI PARSEH JAYA NO. 19 A  KEDUNG KANDANG MALANG,-,CV. AGUNG MAKMUR GARMEN,Formal,2278,1
3258,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,JL. SIMPANG RANUGRATI SELATAN III C NO. 11 SAWOJAJAR,-,CV. RAJAWALI GARMEN,Formal,2278,1
3259,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,JL. PAKISJAJAR NO. 8. ROBYONG PAKIS,-,GABRIELLE,Formal,2278,1
3260,8,2020-07-21 14:52:52,8,2019-03-25,2020-07-21 14:52:52,JL. IR. H. JUANDA NO. 6 JODIPAN MALANG,-,CV. PANCA JAYA GARMEN,Formal,2278,1
3305,23,2020-07-22 02:00:22,23,2019-11-28,2020-07-22 02:00:22,Desa Suka Jeruk Kec. Masalembu Kab. Sumenep,,Wirausaha,Formal,1494,16
3310,23,2020-07-22 02:22:51,23,2019-04-12,2020-07-22 02:22:51,Kel. Gladak Anyar Kec. Kota Kab. Pamekasan,,Wirausaha,Formal,1462,16
3312,23,2020-07-22 02:39:46,23,2020-07-22,2020-07-22 02:39:46,Jl. Kartini Kec. Kota Sumenep Kab. Sumenep,,wirausaha,Informal,1587,16
3318,18,2020-07-22 02:56:04,18,2020-02-19,2020-07-22 02:56:04,Ngoro Industri Persada blok F-1 Mojokerto,,PT. Marufuji Kinzai Indonesia,Formal,696,1
3320,23,2020-07-22 03:35:45,23,2020-02-02,2020-07-22 03:35:45,Kecamatan Kota Sumenep Kab. Sumenep,,wirausaha,Formal,849,8
46,5,2020-06-09 05:15:12,5,,2020-06-09 05:15:12,,,SUMBER SURYA JAYA,Formal,1073,1
47,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Surveyor Surabaya,Formal,1078,1
48,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Pabrik Kosmetik KOSME ,Formal,1078,1
49,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Colegris Pabrik Sepatu,Formal,1078,1
50,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. Abadi Adi Mulya,Formal,1078,1
51,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Sumber Alfaria Trijaya,Formal,1078,1
52,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Wirausaha sebagai Chef,Formal,1078,1
53,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. Langgeng Makmur,Formal,1078,1
54,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. Langgeng Makmur ,Formal,1078,1
55,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Bengkel Las,Formal,1078,1
56,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. Langgeng Makmur,Formal,1078,1
57,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,Japfa Pasivic,Formal,1078,1
58,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. ALBEA PACKAGING,Formal,1078,1
59,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,TJOKRO BERSAUDARA,Formal,1078,1
60,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,CV. PANCA JAYA ,Formal,1078,1
61,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. TEDMONINDO GROUP,Formal,1078,1
62,5,2020-06-09 06:15:30,5,,2020-06-09 06:15:30,,,PT. PELNI ,Formal,1078,1
63,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. Cipta Inti Surya Persada,Formal,1079,1
64,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,Helper Produksi,Formal,1079,1
65,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. Anugrah Benua Karya,Formal,1079,1
66,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,Wirausaha,Formal,1079,1
67,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. IMCP,Formal,1079,1
68,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,CV. SWEET SEVENTEN,Formal,1079,1
69,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,CV. AIPEL COM,Formal,1079,1
70,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. HP METHOD,Formal,1079,1
71,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. Bahtera Bersaudara,Formal,1079,1
72,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. Penta Pratama Manunggal Sejati ,Formal,1079,1
74,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. INDO CIPTA CEMERLANG,Formal,1079,1
75,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. PARIN,Formal,1079,1
76,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. GLOBAL DIGITAL NIAGA,Formal,1079,1
73,5,2020-06-09 06:52:45,5,,2020-06-09 06:52:45,,,PT. PARIN,Formal,1079,2
77,5,2020-06-09 07:13:51,5,2020-02-28,2020-06-09 07:13:51,Rungkut,-,PT. Cokro,Formal,1075,1
78,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,-,-,Surveyor,Formal,1075,1
79,5,2020-06-09 07:13:51,5,2020-02-28,2020-06-09 07:13:51,-,-,PT. Insurindo Interservice,Formal,1075,1
80,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,-,-,CV. Bhaskara Utama,Formal,1075,1
81,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,-,-,PT. Asmo Indonesia,Formal,1075,1
82,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,-,-,PT. Wiratama Mitra Abadi,Formal,1075,1
83,5,2020-06-09 07:13:51,5,2020-02-28,2020-06-09 07:13:51,Rungkut,-,PT. Sukanda,Formal,1075,1
84,5,2020-06-09 07:13:51,5,2020-02-28,2020-06-09 07:13:51,Surabaya,-,PTC,Formal,1075,1
85,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,Gedangan SIdoarjo,-,PT. Global Way Indonesia,Formal,1075,1
86,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,Surabaya,-,PT. Bestprofit Futures,Formal,1075,1
87,5,2020-06-09 07:13:51,5,2020-04-30,2020-06-09 07:13:51,Cilegon,-,PT. Solusindo Integratif Palraetoria,Formal,1075,1
88,5,2020-06-09 07:13:51,5,2020-03-31,2020-06-09 07:13:51,-,-,PT. Orela Shipyard,Formal,1075,1
89,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. Kencar Buduran,Formal,1083,1
90,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,Agrinesia Raya,Formal,1083,1
91,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,Bank BNI,Formal,1083,1
92,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. FSCM Manufacture Indonesia,Formal,1083,1
93,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. APRO Property,Formal,1083,1
94,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. Bernofarm,Formal,1083,1
95,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. Bintang Karya Sama,Formal,1083,1
96,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,Jl. Kartini Gresik,,PT. Swadaya Graha ,Formal,1083,1
97,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. PAKERIN,Formal,1083,1
98,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,CV. Delta Jaya ,Formal,1083,1
99,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,CV. Delta Jaya,Formal,1083,1
100,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. Karya Terang ,Formal,1083,1
101,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PT. Antakesuma Inti Raharja,Formal,1083,1
102,5,2020-06-09 07:32:19,5,,2020-06-09 07:32:19,,,PINUS MERAH ABADI,Formal,1083,1
103,5,2020-06-09 08:24:51,5,,2020-06-09 08:24:51,,,PT. Kencana,Formal,1083,1
104,5,2020-06-09 08:24:51,5,,2020-06-09 08:24:51,,,PT. DSN,Formal,1083,1
105,21,2020-06-09 08:34:47,21,2019-05-01,2020-06-09 08:34:47,JAMBON,-,KEL.KERJA CATERING SNACK ,Informal,1074,16
2347,16,2020-07-16 07:56:25,16,2019-09-30,2020-07-16 07:56:25,"Jenggolo, Sidoarjo",,PT. Indomarco Prismtama,Formal,1859,1
2349,16,2020-07-16 07:56:25,16,2019-09-23,2020-07-16 07:56:25,"Jl. Letjen Sutoyo, Pare, Kediri",,Bengkel Bubut Pak To,Formal,1859,1
2350,16,2020-07-16 07:56:25,16,2019-09-30,2020-07-16 07:56:25,"Jl. Raya Ngebrak, Gampengrejo",,PT. Surya Pamenang,Formal,1859,1
2351,16,2020-07-16 07:56:25,16,2019-10-07,2020-07-16 07:56:25,"Jl. Letjen Sutoyo, Pare, Kediri",,TOP Swalayan,Formal,1859,1
106,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. MAYORA,Formal,1090,1
107,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,MANUKAN SURABAYA,,PT. ECELON ,Formal,1090,1
108,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,JUANDA SIDOARJO,,PT. SINERGI INTEGRITAS ,Formal,1090,1
109,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. INDOTAMA PUTRA PERKASA,Formal,1090,1
110,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,CV. ANUGRAH SANTOSA ABADI SURABAYA,Formal,1090,1
111,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. SENTRA TAMA MANDIRI,Formal,1090,1
112,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,SURABAYA,,PT. ANTAKESUMA INTI RAHARJA ,Formal,1090,1
113,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,SURABAYA,,PT. SAKURA BINA JAYA,Formal,1090,1
114,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,SURABAYA,,PT. DELTA JAYA MAS,Formal,1090,1
115,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,"PT. NIPPON INDOSARI CORPINDO, Tbk",Formal,1090,1
116,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. KAYU MEBEL ,Formal,1090,1
117,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,CV. BEAUTY KASATAMA,Formal,1090,1
118,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,JAVA VISION,Formal,1090,1
119,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. ALAM JAYA,Formal,1090,1
120,5,2020-06-09 09:06:52,5,,2020-06-09 09:06:52,,,PT. KAI ,Formal,1090,1
121,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,SURABAYA,,PT. PURI PANCA PUJI BANGUN ,Formal,1091,1
123,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. MITRA SUKSES ONE,Formal,1091,1
124,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,KLAMPIS SURABAYA,,PT. SARANA FILTRA INDAH,Formal,1091,1
125,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,SURABAYA,,PT. YASINTA MANDIRI,Formal,1091,1
126,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. AGRINESIA RAYA,Formal,1091,1
127,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. INDO AIR TECHNOLOGY OSMOSIS,Formal,1091,1
128,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. AGRINESIA RAYA,Formal,1091,1
129,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,DRIYOREJO GRESIK,,CV. TERA SUKSES,Formal,1091,1
130,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. CAHAYA AGUNG,Formal,1091,1
131,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,SURABAYA,,PDAM SURYA SEMBADA,Formal,1091,1
132,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,ASIZ FACTORY INDUSTRI,Formal,1091,1
133,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,LINGKAR TIMUR SIDOARJO,,PT. ASIX,Formal,1091,1
134,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,,,PT. AGRENISA RAYA,Formal,1091,1
122,5,2020-06-09 09:40:28,5,,2020-06-09 09:40:28,SIDOARJO,,PT. SINAR INDOGREEN ,Formal,1091,3
135,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT ALAM JAYA,Formal,1092,1
136,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT DSN,Formal,1092,1
137,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT DSN,Formal,1092,1
138,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,BENGKEL BUBUT PAK YANI,Formal,1092,1
139,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT DSN,Formal,1092,1
140,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT DSN,Formal,1092,1
141,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT GEMA INDONESIA ENERGI,Formal,1092,1
142,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,INDIHOME,Formal,1092,1
143,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT INDOYOKE,Formal,1092,1
144,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT ULTRA KOMUNINDO MAKMUR BERSAMA,Formal,1092,1
145,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT SANTOBIS,Formal,1092,1
146,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT DSN,Formal,1092,1
147,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT KARYA DINAMIKA GEMELANG ,Formal,1092,1
148,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,WIRAUSAHA,Formal,1092,1
149,5,2020-06-09 10:06:32,5,,2020-06-09 10:06:32,,,PT PANCA PATRIOT PRIMA ,Formal,1092,1
150,5,2020-06-09 10:47:17,5,,2020-06-09 10:47:17,,,PT. PUTRA PERKASA CIPTA ABADI,Formal,1093,1
152,5,2020-06-09 10:47:17,5,,2020-06-09 10:47:17,NGAGEL SURABAYA,,PT. ASSALAND ,Formal,1093,1
151,5,2020-06-09 10:47:17,5,,2020-06-09 10:47:17,GUNUNGSARI SURABAYA,,SINGGASANA HOTEL,Formal,1093,2
1727,5,2020-07-13 08:38:55,5,2020-04-08,2020-07-13 08:38:55,SIDOARJO,,CV. FITGLOS,Formal,1165,1
1728,5,2020-07-13 08:38:55,5,2020-04-14,2020-07-13 08:38:55,SURABAYA,,SARIMAS PERMAI ,Formal,1165,1
153,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,Surabaya,,PT. JASA TIRTA,Formal,1094,1
154,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. DINAMIKA MEGAH,Formal,1094,1
155,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. CARBON ELECTRIC,Formal,1094,1
156,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,BIGBAD WOLF,Formal,1094,1
157,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,HOTEL BRAVA,Formal,1094,1
158,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,GURU,Formal,1094,1
159,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,SARIGUNA,Formal,1094,1
160,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. ARTODA BERSAUDARA,Formal,1094,1
161,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. MANDIRI TRANSFORMA GLOBAL,Formal,1094,1
162,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. PRIMA BOGA,Formal,1094,1
163,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,CLEO,Formal,1094,1
164,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,SPG MDS,Formal,1094,1
165,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,TOKO MUNAMIMO,Formal,1094,1
1729,5,2020-07-13 08:38:55,5,2020-04-07,2020-07-13 08:38:55,SIDOARJO,,PT. BHIRAWA,Formal,1165,1
1730,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,TOKO MAJU JAYA,Formal,1165,1
1731,5,2020-07-13 08:38:55,5,2020-05-15,2020-07-13 08:38:55,SIDOARJO,,PT. BUMI PERSADA,Formal,1165,1
1732,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,PT. CHEITING PLASTIK,Formal,1165,1
1733,5,2020-07-13 08:38:55,5,2020-04-15,2020-07-13 08:38:55,SURABAYA,,PAPARONS PIZZA,Formal,1165,1
1734,5,2020-07-13 08:38:55,5,2020-04-15,2020-07-13 08:38:55,SURABAYA,,PT. MAJU MITRA TELKOMN,Formal,1165,1
1735,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,PT. JATI PRIMA,Formal,1165,1
1736,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,PT. LAPRINT JAYA,Formal,1165,1
1737,5,2020-07-13 08:38:55,5,2020-04-15,2020-07-13 08:38:55,SURABAYA,,PT. ISS,Formal,1165,1
1738,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,PT. ALAM JAYA,Formal,1165,1
1739,5,2020-07-13 08:38:55,5,2020-05-12,2020-07-13 08:38:55,SIDOARJO,,PT. EKA MAS REPUBLIK,Formal,1165,1
166,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. SEH IRD,Formal,1094,1
167,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT. INTI DRAGON,Formal,1094,1
168,5,2020-06-09 13:50:08,5,,2020-06-09 13:50:08,,,PT.MANUFAKTUR,Formal,1094,1
169,5,2020-06-09 20:43:19,5,2019-12-12,2020-06-09 20:43:19,SURABAYA,,HOTEL BRAVA,Formal,1095,1
170,5,2020-06-09 20:43:19,5,2019-12-11,2020-06-09 20:43:19,SURABAYA,,CV. ORENS,Formal,1095,1
171,5,2020-06-09 20:43:19,5,2019-12-10,2020-06-09 20:43:19,SURABAYA,,CIMB NIAGA,Formal,1095,1
172,5,2020-06-09 20:43:19,5,2020-01-14,2020-06-09 20:43:19,SURABAYA,,PT. SUBANDIO,Formal,1095,1
173,5,2020-06-09 20:43:19,5,2020-01-07,2020-06-09 20:43:19,SIDOARJO,,PT. LAPRINT JAYA,Formal,1095,1
174,5,2020-06-09 20:43:19,5,2019-12-17,2020-06-09 20:43:19,SURABAYA,,CIMB NIAGA,Formal,1095,1
175,5,2020-06-09 20:43:19,5,2019-12-18,2020-06-09 20:43:19,SURABAYA,,LBB,Formal,1095,1
176,5,2020-06-09 20:43:19,5,2019-12-11,2020-06-09 20:43:19,SIDOARJO,,PT. NETWARE TECHNOLOGY,Formal,1095,1
177,5,2020-06-09 20:43:19,5,2020-01-14,2020-06-09 20:43:19,SURABAYA,,PT. SUNLIFE FINANCIAL,Formal,1095,1
178,5,2020-06-09 20:43:19,5,2020-01-06,2020-06-09 20:43:19,SURABAYA,,PT. SURGANYA MOTOR,Formal,1095,1
